# graph/E11.7e1.0r0.35 (this file)
# 11.700000 1.000000 0.350000
# 457 points
# 116 z values
# 114 (x,y) sets
set terminal png nocrop enhanced font verdana 12 size 640,480
set output 'graph/E11.7e1.0r0.35.png'
set zrange[0:54]
set isosamples 100
splot '-' with vectors title 'Paraboloid'
+2.00e+00 +1.00e+01 +4.34e+01 +1.96e-01 +9.81e-01 +0.00e+00 
+3.00e+00 +1.00e+01 +4.34e+01 +2.87e-01 +9.58e-01 +0.00e+00 
+4.00e+00 +1.00e+01 +4.34e+01 +3.71e-01 +9.28e-01 +0.00e+00 
-6.00e+00 +9.00e+00 +4.34e+01 -5.55e-01 +8.32e-01 +0.00e+00 
-5.00e+00 +9.00e+00 +4.34e+01 -4.86e-01 +8.74e-01 +0.00e+00 
+5.00e+00 +9.00e+00 +4.34e+01 +4.86e-01 +8.74e-01 +0.00e+00 
+6.00e+00 +9.00e+00 +4.34e+01 +5.55e-01 +8.32e-01 +0.00e+00 
-7.00e+00 +8.00e+00 +4.34e+01 -6.59e-01 +7.53e-01 +0.00e+00 
+7.00e+00 +8.00e+00 +4.34e+01 +6.59e-01 +7.53e-01 +0.00e+00 
-8.00e+00 +7.00e+00 +4.34e+01 -7.53e-01 +6.59e-01 +0.00e+00 
+8.00e+00 +7.00e+00 +4.34e+01 +7.53e-01 +6.59e-01 +0.00e+00 
-9.00e+00 +6.00e+00 +4.34e+01 -8.32e-01 +5.55e-01 +0.00e+00 
+9.00e+00 +6.00e+00 +4.34e+01 +8.32e-01 +5.55e-01 +0.00e+00 
-9.00e+00 +5.00e+00 +4.34e+01 -8.74e-01 +4.86e-01 +0.00e+00 
+9.00e+00 +5.00e+00 +4.34e+01 +8.74e-01 +4.86e-01 +0.00e+00 
-1.00e+01 +4.00e+00 +4.34e+01 -9.28e-01 +3.71e-01 +0.00e+00 
+1.00e+01 +4.00e+00 +4.34e+01 +9.28e-01 +3.71e-01 +0.00e+00 
-1.00e+01 +3.00e+00 +4.34e+01 -9.58e-01 +2.87e-01 +0.00e+00 
+1.00e+01 +3.00e+00 +4.34e+01 +9.58e-01 +2.87e-01 +0.00e+00 
-1.00e+01 +2.00e+00 +4.34e+01 -9.81e-01 +1.96e-01 +0.00e+00 
+1.00e+01 +2.00e+00 +4.34e+01 +9.81e-01 +1.96e-01 +0.00e+00 
-1.00e+01 -2.00e+00 +4.34e+01 -9.81e-01 -1.96e-01 +0.00e+00 
+1.00e+01 -2.00e+00 +4.34e+01 +9.81e-01 -1.96e-01 +0.00e+00 
-1.00e+01 -3.00e+00 +4.34e+01 -9.58e-01 -2.87e-01 +0.00e+00 
+1.00e+01 -3.00e+00 +4.34e+01 +9.58e-01 -2.87e-01 +0.00e+00 
-1.00e+01 -4.00e+00 +4.34e+01 -9.28e-01 -3.71e-01 +0.00e+00 
+1.00e+01 -4.00e+00 +4.34e+01 +9.28e-01 -3.71e-01 +0.00e+00 
-9.00e+00 -5.00e+00 +4.34e+01 -8.74e-01 -4.86e-01 +0.00e+00 
+9.00e+00 -5.00e+00 +4.34e+01 +8.74e-01 -4.86e-01 +0.00e+00 
-9.00e+00 -6.00e+00 +4.34e+01 -8.32e-01 -5.55e-01 +0.00e+00 
+9.00e+00 -6.00e+00 +4.34e+01 +8.32e-01 -5.55e-01 +0.00e+00 
-8.00e+00 -7.00e+00 +4.34e+01 -7.53e-01 -6.59e-01 +0.00e+00 
+8.00e+00 -7.00e+00 +4.34e+01 +7.53e-01 -6.59e-01 +0.00e+00 
-7.00e+00 -8.00e+00 +4.34e+01 -6.59e-01 -7.53e-01 +0.00e+00 
+7.00e+00 -8.00e+00 +4.34e+01 +6.59e-01 -7.53e-01 +0.00e+00 
-6.00e+00 -9.00e+00 +4.34e+01 -5.55e-01 -8.32e-01 +0.00e+00 
-5.00e+00 -9.00e+00 +4.34e+01 -4.86e-01 -8.74e-01 +0.00e+00 
+5.00e+00 -9.00e+00 +4.34e+01 +4.86e-01 -8.74e-01 +0.00e+00 
+6.00e+00 -9.00e+00 +4.34e+01 +5.55e-01 -8.32e-01 +0.00e+00 
-4.00e+00 -1.00e+01 +4.34e+01 -3.71e-01 -9.28e-01 +0.00e+00 
-3.00e+00 -1.00e+01 +4.34e+01 -2.87e-01 -9.58e-01 +0.00e+00 
-2.00e+00 -1.00e+01 +4.34e+01 -1.96e-01 -9.81e-01 +0.00e+00 
+2.00e+00 -1.00e+01 +4.34e+01 +1.96e-01 -9.81e-01 +0.00e+00 
+3.00e+00 -1.00e+01 +4.34e+01 +2.87e-01 -9.58e-01 +0.00e+00 
+4.00e+00 -1.00e+01 +4.34e+01 +3.71e-01 -9.28e-01 +0.00e+00 
-2.00e+00 +6.00e+00 +1.52e+01 -3.16e-01 +9.49e-01 +0.00e+00 
-1.00e+00 +6.00e+00 +1.52e+01 -1.64e-01 +9.86e-01 +0.00e+00 
+0.00e+00 +6.00e+00 +1.52e+01 +0.00e+00 +1.00e+00 +0.00e+00 
+1.00e+00 +6.00e+00 +1.52e+01 +1.64e-01 +9.86e-01 +0.00e+00 
+2.00e+00 +6.00e+00 +1.52e+01 +3.16e-01 +9.49e-01 +0.00e+00 
-4.00e+00 +5.00e+00 +1.52e+01 -6.25e-01 +7.81e-01 +0.00e+00 
+4.00e+00 +5.00e+00 +1.52e+01 +6.25e-01 +7.81e-01 +0.00e+00 
-5.00e+00 +4.00e+00 +1.52e+01 -7.81e-01 +6.25e-01 +0.00e+00 
+5.00e+00 +4.00e+00 +1.52e+01 +7.81e-01 +6.25e-01 +0.00e+00 
-6.00e+00 +2.00e+00 +1.52e+01 -9.49e-01 +3.16e-01 +0.00e+00 
+6.00e+00 +2.00e+00 +1.52e+01 +9.49e-01 +3.16e-01 +0.00e+00 
-6.00e+00 +1.00e+00 +1.52e+01 -9.86e-01 +1.64e-01 +0.00e+00 
+6.00e+00 +1.00e+00 +1.52e+01 +9.86e-01 +1.64e-01 +0.00e+00 
-6.00e+00 +0.00e+00 +1.52e+01 -1.00e+00 +0.00e+00 +0.00e+00 
+6.00e+00 +0.00e+00 +1.52e+01 +1.00e+00 +0.00e+00 +0.00e+00 
-6.00e+00 -1.00e+00 +1.52e+01 -9.86e-01 -1.64e-01 +0.00e+00 
+6.00e+00 -1.00e+00 +1.52e+01 +9.86e-01 -1.64e-01 +0.00e+00 
-6.00e+00 -2.00e+00 +1.52e+01 -9.49e-01 -3.16e-01 +0.00e+00 
+6.00e+00 -2.00e+00 +1.52e+01 +9.49e-01 -3.16e-01 +0.00e+00 
-5.00e+00 -4.00e+00 +1.52e+01 -7.81e-01 -6.25e-01 +0.00e+00 
+5.00e+00 -4.00e+00 +1.52e+01 +7.81e-01 -6.25e-01 +0.00e+00 
-4.00e+00 -5.00e+00 +1.52e+01 -6.25e-01 -7.81e-01 +0.00e+00 
+4.00e+00 -5.00e+00 +1.52e+01 +6.25e-01 -7.81e-01 +0.00e+00 
-2.00e+00 -6.00e+00 +1.52e+01 -3.16e-01 -9.49e-01 +0.00e+00 
-1.00e+00 -6.00e+00 +1.52e+01 -1.64e-01 -9.86e-01 +0.00e+00 
+0.00e+00 -6.00e+00 +1.52e+01 +0.00e+00 -1.00e+00 +0.00e+00 
+1.00e+00 -6.00e+00 +1.52e+01 +1.64e-01 -9.86e-01 +0.00e+00 
+2.00e+00 -6.00e+00 +1.52e+01 +3.16e-01 -9.49e-01 +0.00e+00 
-3.00e+00 +9.00e+00 +3.41e+01 -3.16e-01 +9.49e-01 +0.00e+00 
-2.00e+00 +9.00e+00 +3.41e+01 -2.17e-01 +9.76e-01 +0.00e+00 
-1.00e+00 +9.00e+00 +3.41e+01 -1.10e-01 +9.94e-01 +0.00e+00 
+0.00e+00 +9.00e+00 +3.41e+01 +0.00e+00 +1.00e+00 +0.00e+00 
+1.00e+00 +9.00e+00 +3.41e+01 +1.10e-01 +9.94e-01 +0.00e+00 
+2.00e+00 +9.00e+00 +3.41e+01 +2.17e-01 +9.76e-01 +0.00e+00 
+3.00e+00 +9.00e+00 +3.41e+01 +3.16e-01 +9.49e-01 +0.00e+00 
-5.00e+00 +8.00e+00 +3.41e+01 -5.30e-01 +8.48e-01 +0.00e+00 
+5.00e+00 +8.00e+00 +3.41e+01 +5.30e-01 +8.48e-01 +0.00e+00 
-6.00e+00 +7.00e+00 +3.41e+01 -6.51e-01 +7.59e-01 +0.00e+00 
+6.00e+00 +7.00e+00 +3.41e+01 +6.51e-01 +7.59e-01 +0.00e+00 
-7.00e+00 +6.00e+00 +3.41e+01 -7.59e-01 +6.51e-01 +0.00e+00 
+7.00e+00 +6.00e+00 +3.41e+01 +7.59e-01 +6.51e-01 +0.00e+00 
-8.00e+00 +5.00e+00 +3.41e+01 -8.48e-01 +5.30e-01 +0.00e+00 
+8.00e+00 +5.00e+00 +3.41e+01 +8.48e-01 +5.30e-01 +0.00e+00 
-9.00e+00 +3.00e+00 +3.41e+01 -9.49e-01 +3.16e-01 +0.00e+00 
+9.00e+00 +3.00e+00 +3.41e+01 +9.49e-01 +3.16e-01 +0.00e+00 
-9.00e+00 +2.00e+00 +3.41e+01 -9.76e-01 +2.17e-01 +0.00e+00 
+9.00e+00 +2.00e+00 +3.41e+01 +9.76e-01 +2.17e-01 +0.00e+00 
-9.00e+00 +1.00e+00 +3.41e+01 -9.94e-01 +1.10e-01 +0.00e+00 
+9.00e+00 +1.00e+00 +3.41e+01 +9.94e-01 +1.10e-01 +0.00e+00 
-9.00e+00 +0.00e+00 +3.41e+01 -1.00e+00 +0.00e+00 +0.00e+00 
+9.00e+00 +0.00e+00 +3.41e+01 +1.00e+00 +0.00e+00 +0.00e+00 
-9.00e+00 -1.00e+00 +3.41e+01 -9.94e-01 -1.10e-01 +0.00e+00 
+9.00e+00 -1.00e+00 +3.41e+01 +9.94e-01 -1.10e-01 +0.00e+00 
-9.00e+00 -2.00e+00 +3.41e+01 -9.76e-01 -2.17e-01 +0.00e+00 
+9.00e+00 -2.00e+00 +3.41e+01 +9.76e-01 -2.17e-01 +0.00e+00 
-9.00e+00 -3.00e+00 +3.41e+01 -9.49e-01 -3.16e-01 +0.00e+00 
+9.00e+00 -3.00e+00 +3.41e+01 +9.49e-01 -3.16e-01 +0.00e+00 
-8.00e+00 -5.00e+00 +3.41e+01 -8.48e-01 -5.30e-01 +0.00e+00 
+8.00e+00 -5.00e+00 +3.41e+01 +8.48e-01 -5.30e-01 +0.00e+00 
-7.00e+00 -6.00e+00 +3.41e+01 -7.59e-01 -6.51e-01 +0.00e+00 
+7.00e+00 -6.00e+00 +3.41e+01 +7.59e-01 -6.51e-01 +0.00e+00 
-6.00e+00 -7.00e+00 +3.41e+01 -6.51e-01 -7.59e-01 +0.00e+00 
+6.00e+00 -7.00e+00 +3.41e+01 +6.51e-01 -7.59e-01 +0.00e+00 
-5.00e+00 -8.00e+00 +3.41e+01 -5.30e-01 -8.48e-01 +0.00e+00 
+5.00e+00 -8.00e+00 +3.41e+01 +5.30e-01 -8.48e-01 +0.00e+00 
-3.00e+00 -9.00e+00 +3.41e+01 -3.16e-01 -9.49e-01 +0.00e+00 
-2.00e+00 -9.00e+00 +3.41e+01 -2.17e-01 -9.76e-01 +0.00e+00 
-1.00e+00 -9.00e+00 +3.41e+01 -1.10e-01 -9.94e-01 +0.00e+00 
+0.00e+00 -9.00e+00 +3.41e+01 +0.00e+00 -1.00e+00 +0.00e+00 
+1.00e+00 -9.00e+00 +3.41e+01 +1.10e-01 -9.94e-01 +0.00e+00 
+2.00e+00 -9.00e+00 +3.41e+01 +2.17e-01 -9.76e-01 +0.00e+00 
+3.00e+00 -9.00e+00 +3.41e+01 +3.16e-01 -9.49e-01 +0.00e+00 
-3.00e+00 +8.00e+00 +2.85e+01 -3.51e-01 +9.36e-01 +0.00e+00 
-2.00e+00 +8.00e+00 +2.85e+01 -2.43e-01 +9.70e-01 +0.00e+00 
+2.00e+00 +8.00e+00 +2.85e+01 +2.43e-01 +9.70e-01 +0.00e+00 
+3.00e+00 +8.00e+00 +2.85e+01 +3.51e-01 +9.36e-01 +0.00e+00 
-5.00e+00 +7.00e+00 +2.85e+01 -5.81e-01 +8.14e-01 +0.00e+00 
+5.00e+00 +7.00e+00 +2.85e+01 +5.81e-01 +8.14e-01 +0.00e+00 
-6.00e+00 +6.00e+00 +2.85e+01 -7.07e-01 +7.07e-01 +0.00e+00 
+6.00e+00 +6.00e+00 +2.85e+01 +7.07e-01 +7.07e-01 +0.00e+00 
-7.00e+00 +5.00e+00 +2.85e+01 -8.14e-01 +5.81e-01 +0.00e+00 
+7.00e+00 +5.00e+00 +2.85e+01 +8.14e-01 +5.81e-01 +0.00e+00 
-8.00e+00 +3.00e+00 +2.85e+01 -9.36e-01 +3.51e-01 +0.00e+00 
+8.00e+00 +3.00e+00 +2.85e+01 +9.36e-01 +3.51e-01 +0.00e+00 
-8.00e+00 +2.00e+00 +2.85e+01 -9.70e-01 +2.43e-01 +0.00e+00 
+8.00e+00 +2.00e+00 +2.85e+01 +9.70e-01 +2.43e-01 +0.00e+00 
-8.00e+00 -2.00e+00 +2.85e+01 -9.70e-01 -2.43e-01 +0.00e+00 
+8.00e+00 -2.00e+00 +2.85e+01 +9.70e-01 -2.43e-01 +0.00e+00 
-8.00e+00 -3.00e+00 +2.85e+01 -9.36e-01 -3.51e-01 +0.00e+00 
+8.00e+00 -3.00e+00 +2.85e+01 +9.36e-01 -3.51e-01 +0.00e+00 
-7.00e+00 -5.00e+00 +2.85e+01 -8.14e-01 -5.81e-01 +0.00e+00 
+7.00e+00 -5.00e+00 +2.85e+01 +8.14e-01 -5.81e-01 +0.00e+00 
-6.00e+00 -6.00e+00 +2.85e+01 -7.07e-01 -7.07e-01 +0.00e+00 
+6.00e+00 -6.00e+00 +2.85e+01 +7.07e-01 -7.07e-01 +0.00e+00 
-5.00e+00 -7.00e+00 +2.85e+01 -5.81e-01 -8.14e-01 +0.00e+00 
+5.00e+00 -7.00e+00 +2.85e+01 +5.81e-01 -8.14e-01 +0.00e+00 
-3.00e+00 -8.00e+00 +2.85e+01 -3.51e-01 -9.36e-01 +0.00e+00 
-2.00e+00 -8.00e+00 +2.85e+01 -2.43e-01 -9.70e-01 +0.00e+00 
+2.00e+00 -8.00e+00 +2.85e+01 +2.43e-01 -9.70e-01 +0.00e+00 
+3.00e+00 -8.00e+00 +2.85e+01 +3.51e-01 -9.36e-01 +0.00e+00 
-1.00e+00 +3.00e+00 +3.37e+00 -3.16e-01 +9.49e-01 +0.00e+00 
+0.00e+00 +3.00e+00 +3.37e+00 +0.00e+00 +1.00e+00 +0.00e+00 
+1.00e+00 +3.00e+00 +3.37e+00 +3.16e-01 +9.49e-01 +0.00e+00 
-2.00e+00 +2.00e+00 +3.37e+00 -7.07e-01 +7.07e-01 +0.00e+00 
+2.00e+00 +2.00e+00 +3.37e+00 +7.07e-01 +7.07e-01 +0.00e+00 
-3.00e+00 +1.00e+00 +3.37e+00 -9.49e-01 +3.16e-01 +0.00e+00 
+3.00e+00 +1.00e+00 +3.37e+00 +9.49e-01 +3.16e-01 +0.00e+00 
-3.00e+00 +0.00e+00 +3.37e+00 -1.00e+00 +0.00e+00 +0.00e+00 
+3.00e+00 +0.00e+00 +3.37e+00 +1.00e+00 +0.00e+00 +0.00e+00 
-3.00e+00 -1.00e+00 +3.37e+00 -9.49e-01 -3.16e-01 +0.00e+00 
+3.00e+00 -1.00e+00 +3.37e+00 +9.49e-01 -3.16e-01 +0.00e+00 
-2.00e+00 -2.00e+00 +3.37e+00 -7.07e-01 -7.07e-01 +0.00e+00 
+2.00e+00 -2.00e+00 +3.37e+00 +7.07e-01 -7.07e-01 +0.00e+00 
-1.00e+00 -3.00e+00 +3.37e+00 -3.16e-01 -9.49e-01 +0.00e+00 
+0.00e+00 -3.00e+00 +3.37e+00 +0.00e+00 -1.00e+00 +0.00e+00 
+1.00e+00 -3.00e+00 +3.37e+00 +3.16e-01 -9.49e-01 +0.00e+00 
-3.00e+00 +9.00e+00 +3.34e+01 -3.16e-01 +9.49e-01 +0.00e+00 
-2.00e+00 +9.00e+00 +3.34e+01 -2.17e-01 +9.76e-01 +0.00e+00 
-1.00e+00 +9.00e+00 +3.34e+01 -1.10e-01 +9.94e-01 +0.00e+00 
+0.00e+00 +9.00e+00 +3.34e+01 +0.00e+00 +1.00e+00 +0.00e+00 
+1.00e+00 +9.00e+00 +3.34e+01 +1.10e-01 +9.94e-01 +0.00e+00 
+2.00e+00 +9.00e+00 +3.34e+01 +2.17e-01 +9.76e-01 +0.00e+00 
+3.00e+00 +9.00e+00 +3.34e+01 +3.16e-01 +9.49e-01 +0.00e+00 
-5.00e+00 +8.00e+00 +3.34e+01 -5.30e-01 +8.48e-01 +0.00e+00 
-4.00e+00 +8.00e+00 +3.34e+01 -4.47e-01 +8.94e-01 +0.00e+00 
+4.00e+00 +8.00e+00 +3.34e+01 +4.47e-01 +8.94e-01 +0.00e+00 
+5.00e+00 +8.00e+00 +3.34e+01 +5.30e-01 +8.48e-01 +0.00e+00 
-6.00e+00 +7.00e+00 +3.34e+01 -6.51e-01 +7.59e-01 +0.00e+00 
+6.00e+00 +7.00e+00 +3.34e+01 +6.51e-01 +7.59e-01 +0.00e+00 
-7.00e+00 +6.00e+00 +3.34e+01 -7.59e-01 +6.51e-01 +0.00e+00 
+7.00e+00 +6.00e+00 +3.34e+01 +7.59e-01 +6.51e-01 +0.00e+00 
-8.00e+00 +5.00e+00 +3.34e+01 -8.48e-01 +5.30e-01 +0.00e+00 
+8.00e+00 +5.00e+00 +3.34e+01 +8.48e-01 +5.30e-01 +0.00e+00 
-8.00e+00 +4.00e+00 +3.34e+01 -8.94e-01 +4.47e-01 +0.00e+00 
+8.00e+00 +4.00e+00 +3.34e+01 +8.94e-01 +4.47e-01 +0.00e+00 
-9.00e+00 +3.00e+00 +3.34e+01 -9.49e-01 +3.16e-01 +0.00e+00 
+9.00e+00 +3.00e+00 +3.34e+01 +9.49e-01 +3.16e-01 +0.00e+00 
-9.00e+00 +2.00e+00 +3.34e+01 -9.76e-01 +2.17e-01 +0.00e+00 
+9.00e+00 +2.00e+00 +3.34e+01 +9.76e-01 +2.17e-01 +0.00e+00 
-9.00e+00 +1.00e+00 +3.34e+01 -9.94e-01 +1.10e-01 +0.00e+00 
+9.00e+00 +1.00e+00 +3.34e+01 +9.94e-01 +1.10e-01 +0.00e+00 
-9.00e+00 +0.00e+00 +3.34e+01 -1.00e+00 +0.00e+00 +0.00e+00 
+9.00e+00 +0.00e+00 +3.34e+01 +1.00e+00 +0.00e+00 +0.00e+00 
-9.00e+00 -1.00e+00 +3.34e+01 -9.94e-01 -1.10e-01 +0.00e+00 
+9.00e+00 -1.00e+00 +3.34e+01 +9.94e-01 -1.10e-01 +0.00e+00 
-9.00e+00 -2.00e+00 +3.34e+01 -9.76e-01 -2.17e-01 +0.00e+00 
+9.00e+00 -2.00e+00 +3.34e+01 +9.76e-01 -2.17e-01 +0.00e+00 
-9.00e+00 -3.00e+00 +3.34e+01 -9.49e-01 -3.16e-01 +0.00e+00 
+9.00e+00 -3.00e+00 +3.34e+01 +9.49e-01 -3.16e-01 +0.00e+00 
-8.00e+00 -4.00e+00 +3.34e+01 -8.94e-01 -4.47e-01 +0.00e+00 
+8.00e+00 -4.00e+00 +3.34e+01 +8.94e-01 -4.47e-01 +0.00e+00 
-8.00e+00 -5.00e+00 +3.34e+01 -8.48e-01 -5.30e-01 +0.00e+00 
+8.00e+00 -5.00e+00 +3.34e+01 +8.48e-01 -5.30e-01 +0.00e+00 
-7.00e+00 -6.00e+00 +3.34e+01 -7.59e-01 -6.51e-01 +0.00e+00 
+7.00e+00 -6.00e+00 +3.34e+01 +7.59e-01 -6.51e-01 +0.00e+00 
-6.00e+00 -7.00e+00 +3.34e+01 -6.51e-01 -7.59e-01 +0.00e+00 
+6.00e+00 -7.00e+00 +3.34e+01 +6.51e-01 -7.59e-01 +0.00e+00 
-5.00e+00 -8.00e+00 +3.34e+01 -5.30e-01 -8.48e-01 +0.00e+00 
-4.00e+00 -8.00e+00 +3.34e+01 -4.47e-01 -8.94e-01 +0.00e+00 
+4.00e+00 -8.00e+00 +3.34e+01 +4.47e-01 -8.94e-01 +0.00e+00 
+5.00e+00 -8.00e+00 +3.34e+01 +5.30e-01 -8.48e-01 +0.00e+00 
-3.00e+00 -9.00e+00 +3.34e+01 -3.16e-01 -9.49e-01 +0.00e+00 
-2.00e+00 -9.00e+00 +3.34e+01 -2.17e-01 -9.76e-01 +0.00e+00 
-1.00e+00 -9.00e+00 +3.34e+01 -1.10e-01 -9.94e-01 +0.00e+00 
+0.00e+00 -9.00e+00 +3.34e+01 +0.00e+00 -1.00e+00 +0.00e+00 
+1.00e+00 -9.00e+00 +3.34e+01 +1.10e-01 -9.94e-01 +0.00e+00 
+2.00e+00 -9.00e+00 +3.34e+01 +2.17e-01 -9.76e-01 +0.00e+00 
+3.00e+00 -9.00e+00 +3.34e+01 +3.16e-01 -9.49e-01 +0.00e+00 
+0.00e+00 +4.00e+00 +5.47e+00 +0.00e+00 +1.00e+00 +0.00e+00 
-2.00e+00 +3.00e+00 +5.47e+00 -5.55e-01 +8.32e-01 +0.00e+00 
+2.00e+00 +3.00e+00 +5.47e+00 +5.55e-01 +8.32e-01 +0.00e+00 
-3.00e+00 +2.00e+00 +5.47e+00 -8.32e-01 +5.55e-01 +0.00e+00 
+3.00e+00 +2.00e+00 +5.47e+00 +8.32e-01 +5.55e-01 +0.00e+00 
-4.00e+00 +0.00e+00 +5.47e+00 -1.00e+00 +0.00e+00 +0.00e+00 
+4.00e+00 +0.00e+00 +5.47e+00 +1.00e+00 +0.00e+00 +0.00e+00 
-3.00e+00 -2.00e+00 +5.47e+00 -8.32e-01 -5.55e-01 +0.00e+00 
+3.00e+00 -2.00e+00 +5.47e+00 +8.32e-01 -5.55e-01 +0.00e+00 
-2.00e+00 -3.00e+00 +5.47e+00 -5.55e-01 -8.32e-01 +0.00e+00 
+2.00e+00 -3.00e+00 +5.47e+00 +5.55e-01 -8.32e-01 +0.00e+00 
+0.00e+00 -4.00e+00 +5.47e+00 +0.00e+00 -1.00e+00 +0.00e+00 
-2.00e+00 +8.00e+00 +2.46e+01 -2.43e-01 +9.70e-01 +0.00e+00 
-1.00e+00 +8.00e+00 +2.46e+01 -1.24e-01 +9.92e-01 +0.00e+00 
+0.00e+00 +8.00e+00 +2.46e+01 +0.00e+00 +1.00e+00 +0.00e+00 
+1.00e+00 +8.00e+00 +2.46e+01 +1.24e-01 +9.92e-01 +0.00e+00 
+2.00e+00 +8.00e+00 +2.46e+01 +2.43e-01 +9.70e-01 +0.00e+00 
-4.00e+00 +7.00e+00 +2.46e+01 -4.96e-01 +8.68e-01 +0.00e+00 
-3.00e+00 +7.00e+00 +2.46e+01 -3.94e-01 +9.19e-01 +0.00e+00 
+3.00e+00 +7.00e+00 +2.46e+01 +3.94e-01 +9.19e-01 +0.00e+00 
+4.00e+00 +7.00e+00 +2.46e+01 +4.96e-01 +8.68e-01 +0.00e+00 
-5.00e+00 +6.00e+00 +2.46e+01 -6.40e-01 +7.68e-01 +0.00e+00 
+5.00e+00 +6.00e+00 +2.46e+01 +6.40e-01 +7.68e-01 +0.00e+00 
-6.00e+00 +5.00e+00 +2.46e+01 -7.68e-01 +6.40e-01 +0.00e+00 
+6.00e+00 +5.00e+00 +2.46e+01 +7.68e-01 +6.40e-01 +0.00e+00 
-7.00e+00 +4.00e+00 +2.46e+01 -8.68e-01 +4.96e-01 +0.00e+00 
+7.00e+00 +4.00e+00 +2.46e+01 +8.68e-01 +4.96e-01 +0.00e+00 
-7.00e+00 +3.00e+00 +2.46e+01 -9.19e-01 +3.94e-01 +0.00e+00 
+7.00e+00 +3.00e+00 +2.46e+01 +9.19e-01 +3.94e-01 +0.00e+00 
-8.00e+00 +2.00e+00 +2.46e+01 -9.70e-01 +2.43e-01 +0.00e+00 
+8.00e+00 +2.00e+00 +2.46e+01 +9.70e-01 +2.43e-01 +0.00e+00 
-8.00e+00 +1.00e+00 +2.46e+01 -9.92e-01 +1.24e-01 +0.00e+00 
+8.00e+00 +1.00e+00 +2.46e+01 +9.92e-01 +1.24e-01 +0.00e+00 
-8.00e+00 +0.00e+00 +2.46e+01 -1.00e+00 +0.00e+00 +0.00e+00 
+8.00e+00 +0.00e+00 +2.46e+01 +1.00e+00 +0.00e+00 +0.00e+00 
-8.00e+00 -1.00e+00 +2.46e+01 -9.92e-01 -1.24e-01 +0.00e+00 
+8.00e+00 -1.00e+00 +2.46e+01 +9.92e-01 -1.24e-01 +0.00e+00 
-8.00e+00 -2.00e+00 +2.46e+01 -9.70e-01 -2.43e-01 +0.00e+00 
+8.00e+00 -2.00e+00 +2.46e+01 +9.70e-01 -2.43e-01 +0.00e+00 
-7.00e+00 -3.00e+00 +2.46e+01 -9.19e-01 -3.94e-01 +0.00e+00 
+7.00e+00 -3.00e+00 +2.46e+01 +9.19e-01 -3.94e-01 +0.00e+00 
-7.00e+00 -4.00e+00 +2.46e+01 -8.68e-01 -4.96e-01 +0.00e+00 
+7.00e+00 -4.00e+00 +2.46e+01 +8.68e-01 -4.96e-01 +0.00e+00 
-6.00e+00 -5.00e+00 +2.46e+01 -7.68e-01 -6.40e-01 +0.00e+00 
+6.00e+00 -5.00e+00 +2.46e+01 +7.68e-01 -6.40e-01 +0.00e+00 
-5.00e+00 -6.00e+00 +2.46e+01 -6.40e-01 -7.68e-01 +0.00e+00 
+5.00e+00 -6.00e+00 +2.46e+01 +6.40e-01 -7.68e-01 +0.00e+00 
-4.00e+00 -7.00e+00 +2.46e+01 -4.96e-01 -8.68e-01 +0.00e+00 
-3.00e+00 -7.00e+00 +2.46e+01 -3.94e-01 -9.19e-01 +0.00e+00 
+3.00e+00 -7.00e+00 +2.46e+01 +3.94e-01 -9.19e-01 +0.00e+00 
+4.00e+00 -7.00e+00 +2.46e+01 +4.96e-01 -8.68e-01 +0.00e+00 
-2.00e+00 -8.00e+00 +2.46e+01 -2.43e-01 -9.70e-01 +0.00e+00 
-1.00e+00 -8.00e+00 +2.46e+01 -1.24e-01 -9.92e-01 +0.00e+00 
+0.00e+00 -8.00e+00 +2.46e+01 +0.00e+00 -1.00e+00 +0.00e+00 
+1.00e+00 -8.00e+00 +2.46e+01 +1.24e-01 -9.92e-01 +0.00e+00 
+2.00e+00 -8.00e+00 +2.46e+01 +2.43e-01 -9.70e-01 +0.00e+00 
-3.00e+00 +1.00e+01 +4.26e+01 -2.87e-01 +9.58e-01 +0.00e+00 
-2.00e+00 +1.00e+01 +4.26e+01 -1.96e-01 +9.81e-01 +0.00e+00 
+2.00e+00 +1.00e+01 +4.26e+01 +1.96e-01 +9.81e-01 +0.00e+00 
+3.00e+00 +1.00e+01 +4.26e+01 +2.87e-01 +9.58e-01 +0.00e+00 
-5.00e+00 +9.00e+00 +4.26e+01 -4.86e-01 +8.74e-01 +0.00e+00 
+5.00e+00 +9.00e+00 +4.26e+01 +4.86e-01 +8.74e-01 +0.00e+00 
-7.00e+00 +8.00e+00 +4.26e+01 -6.59e-01 +7.53e-01 +0.00e+00 
+7.00e+00 +8.00e+00 +4.26e+01 +6.59e-01 +7.53e-01 +0.00e+00 
-8.00e+00 +7.00e+00 +4.26e+01 -7.53e-01 +6.59e-01 +0.00e+00 
+8.00e+00 +7.00e+00 +4.26e+01 +7.53e-01 +6.59e-01 +0.00e+00 
-9.00e+00 +5.00e+00 +4.26e+01 -8.74e-01 +4.86e-01 +0.00e+00 
+9.00e+00 +5.00e+00 +4.26e+01 +8.74e-01 +4.86e-01 +0.00e+00 
-1.00e+01 +3.00e+00 +4.26e+01 -9.58e-01 +2.87e-01 +0.00e+00 
